date,Unnamed: 0,id,store_nbr,family,sales,onpromotion,city,state,type,cluster,oil,holiday_type,locale,locale_name,description,transferred,holiday,pred_sales
2017-07-31,2544762,2973828,5,AUTOMOTIVE,3.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,50.21,,,,,,0,5.8624879322529795
2017-08-01,2544795,2975610,5,AUTOMOTIVE,10.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.19,,,,,,0,6.159446091782707
2017-08-02,2544828,2977392,5,AUTOMOTIVE,6.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.6,,,,,,0,6.15431396275119
2017-08-03,2544861,2979174,5,AUTOMOTIVE,3.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.03,,,,,,0,6.160439553583711
2017-08-04,2544894,2980956,5,AUTOMOTIVE,9.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.57,,,,,,0,6.153814110101165
2017-08-05,2544927,2982738,5,AUTOMOTIVE,8.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.56701492537314,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,6.458836154585945
2017-08-06,2544960,2984520,5,AUTOMOTIVE,12.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.46850746268657,,,,,,0,6.154135629897949
2017-08-07,2544993,2986302,5,AUTOMOTIVE,4.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.37,,,,,,0,6.154845083519053
2017-08-08,2545026,2988084,5,AUTOMOTIVE,8.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.07,,,,,,0,6.157869197523647
2017-08-09,2545059,2989866,5,AUTOMOTIVE,3.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.59,,,,,,0,6.151473635439997
2017-08-10,2545092,2991648,5,AUTOMOTIVE,7.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,6.468523335899005
2017-08-11,2545125,2993430,5,AUTOMOTIVE,12.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,6.464999687373279
2017-08-12,2545158,2995212,5,AUTOMOTIVE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.79179104477612,,,,,,0,6.159376897263989
2017-08-13,2545191,2996994,5,AUTOMOTIVE,15.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.19089552238806,,,,,,0,6.165857663709094
2017-08-14,2545224,2998776,5,AUTOMOTIVE,6.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,47.59,,,,,,0,6.172338456653564
2017-08-15,2545257,3000558,5,AUTOMOTIVE,9.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,6.477556224161861
2017-07-31,2544763,2973829,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,50.21,,,,,,0,0.17828277293238876
2017-08-01,2544796,2975611,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.19,,,,,,0,0.30940844658297795
2017-08-02,2544829,2977393,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.6,,,,,,0,0.2391774399606708
2017-08-03,2544862,2979175,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.03,,,,,,0,0.40355725255132097
2017-08-04,2544895,2980957,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.57,,,,,,0,0.4025856218677798
2017-08-05,2544928,2982739,5,BABY CARE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.564029850746266,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,0.25152557725579106
2017-08-06,2544961,2984521,5,BABY CARE,3.0,1,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.4655223880597,,,,,,0,0.04048265141406626
2017-08-07,2544994,2986303,5,BABY CARE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.37,,,,,,0,0.38658035199846574
2017-08-08,2545027,2988085,5,BABY CARE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.07,,,,,,0,0.35189581444922147
2017-08-09,2545060,2989867,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.59,,,,,,0,0.3597212869707762
2017-08-10,2545093,2991649,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,0.3668881216412736
2017-08-11,2545126,2993431,5,BABY CARE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,0.3746337754059903
2017-08-12,2545159,2995213,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.77358208955224,,,,,,0,0.35395514818162743
2017-08-13,2545192,2996995,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.172686567164185,,,,,,0,0.402430313526305
2017-08-14,2545225,2998777,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,47.59,,,,,,0,0.4093467852633112
2017-08-15,2545258,3000559,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,0.37891595743219136
