date,Unnamed: 0,id,store_nbr,family,sales,onpromotion,city,state,type,cluster,oil,holiday_type,locale,locale_name,description,transferred,holiday,pred_sales
2017-07-31,2544762,2973828,5,AUTOMOTIVE,3.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,50.21,,,,,,0,5.960132346222293
2017-08-01,2544795,2975610,5,AUTOMOTIVE,10.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.19,,,,,,0,6.25739327914775
2017-08-02,2544828,2977392,5,AUTOMOTIVE,6.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.6,,,,,,0,6.257173117491569
2017-08-03,2544861,2979174,5,AUTOMOTIVE,3.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.03,,,,,,0,6.25695296358161
2017-08-04,2544894,2980956,5,AUTOMOTIVE,9.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.57,,,,,,0,6.256732817417601
2017-08-05,2544927,2982738,5,AUTOMOTIVE,8.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.56701492537314,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,6.256512678999267
2017-08-06,2544960,2984520,5,AUTOMOTIVE,12.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.46850746268657,,,,,,0,6.256292548326338
2017-08-07,2544993,2986302,5,AUTOMOTIVE,4.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.37,,,,,,0,6.25607242539854
2017-08-08,2545026,2988084,5,AUTOMOTIVE,8.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.07,,,,,,0,6.255852310215601
2017-08-09,2545059,2989866,5,AUTOMOTIVE,3.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.59,,,,,,0,6.255632202777249
2017-08-10,2545092,2991648,5,AUTOMOTIVE,7.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,6.25541210308321
2017-08-11,2545125,2993430,5,AUTOMOTIVE,12.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,6.255192011133213
2017-08-12,2545158,2995212,5,AUTOMOTIVE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.79179104477612,,,,,,0,6.254971926926984
2017-08-13,2545191,2996994,5,AUTOMOTIVE,15.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,48.19089552238806,,,,,,0,6.2547518504642525
2017-08-14,2545224,2998776,5,AUTOMOTIVE,6.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,47.59,,,,,,0,6.2545317817447454
2017-08-15,2545257,3000558,5,AUTOMOTIVE,9.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,6.2543117207681895
2017-07-31,2544763,2973829,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,50.21,,,,,,0,0.20976037782366452
2017-08-01,2544796,2975611,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.19,,,,,,0,0.32279406717934456
2017-08-02,2544829,2977393,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.6,,,,,,0,0.26189294156258247
2017-08-03,2544862,2979175,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.03,,,,,,0,0.4185809989867091
2017-08-04,2544895,2980957,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.57,,,,,,0,0.4169200123728783
2017-08-05,2544928,2982739,5,BABY CARE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,49.564029850746266,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,0.24810746284401944
