date,Unnamed: 0,id,store_nbr,family,sales,onpromotion,city,state,type,cluster,oil,holiday_type,locale,locale_name,description,transferred,holiday,pred_sales
2017-07-31,112596,2972409,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,15,50.21,,,,,,0,1.5744148998719538
2017-08-01,112629,2974191,10,AUTOMOTIVE,1.0,0,Quito,Pichincha,C,15,49.19,,,,,,0,1.7121018986300531
2017-08-02,112662,2975973,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,15,49.6,,,,,,0,1.7111271495464473
2017-08-03,112695,2977755,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,15,49.03,,,,,,0,1.710152955415661
2017-08-04,112728,2979537,10,AUTOMOTIVE,4.0,0,Quito,Pichincha,C,15,49.57,,,,,,0,1.7091793159217434
2017-08-05,112761,2981319,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,15,49.56701492537314,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,1.708206230748924
2017-08-06,112794,2983101,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,15,49.46850746268657,,,,,,0,1.7072336995816118
2017-08-07,112827,2984883,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,15,49.37,,,,,,0,1.7062617221043952
2017-08-08,112860,2986665,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,15,49.07,,,,,,0,1.7052902980020426
2017-08-09,112893,2988447,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,15,49.59,,,,,,0,1.7043194269595014
2017-08-10,112926,2990229,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,15,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,1.703349108661899
2017-08-11,112959,2992011,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,15,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,1.7023793427945417
2017-08-12,112992,2993793,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,15,48.79179104477612,,,,,,0,1.7014101290429149
2017-08-13,113025,2995575,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,15,48.19089552238806,,,,,,0,1.7004414670926833
2017-08-14,113058,2997357,10,AUTOMOTIVE,1.0,0,Quito,Pichincha,C,15,47.59,,,,,,0,1.6994733566296902
2017-08-15,113091,2999139,10,AUTOMOTIVE,4.0,0,Quito,Pichincha,C,15,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,1.6985057973399582
2017-07-31,112597,2972410,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,50.21,,,,,,0,2.978734761390499e-26
2017-08-01,112630,2974192,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.19,,,,,,0,3.5915467733237556e-26
2017-08-02,112663,2975974,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.6,,,,,,0,3.370677916729593e-26
2017-08-03,112696,2977756,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.03,,,,,,0,3.163391801748473e-26
2017-08-04,112729,2979538,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.57,,,,,,0,2.9688531323926697e-26
2017-08-05,112762,2981320,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.564029850746266,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,2.7862779807566153e-26
2017-08-06,112795,2983102,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.4655223880597,,,,,,0,2.614930628041036e-26
2017-08-07,112828,2984884,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.37,,,,,,0,2.4541205998441917e-26
2017-08-08,112861,2986666,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.07,,,,,,0,2.3031998837733987e-26
2017-08-09,112894,2988448,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,49.59,,,,,,0,2.1615603181647172e-26
2017-08-10,112927,2990230,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,2.0286311413881802e-26
2017-08-11,112960,2992012,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,1.9038766918630625e-26
2017-08-12,112993,2993794,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,48.77358208955224,,,,,,0,1.7867942495149938e-26
2017-08-13,113026,2995576,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,48.172686567164185,,,,,,0,1.676912009976685e-26
2017-08-14,113059,2997358,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,47.59,,,,,,0,1.5737871833689535e-26
2017-08-15,113092,2999140,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,1.4770042100007507e-26
2017-07-31,112598,2972411,10,BEAUTY,7.0,0,Quito,Pichincha,C,15,50.21,,,,,,0,2.334042641892796
