date,id,store_nbr,family,onpromotion,sales
2017-08-16,3000921,10,AUTOMOTIVE,0,1.8605990440229752
2017-08-17,3002703,10,AUTOMOTIVE,0,1.7283619373863957
2017-08-18,3004485,10,AUTOMOTIVE,0,1.7274429007579903
2017-08-19,3006267,10,AUTOMOTIVE,0,1.7265243528167669
2017-08-20,3008049,10,AUTOMOTIVE,0,1.7256062933028715
2017-08-21,3009831,10,AUTOMOTIVE,0,1.7246887219565885
2017-08-22,3011613,10,AUTOMOTIVE,0,1.7237716385183404
2017-08-23,3013395,10,AUTOMOTIVE,0,1.7228550427286877
2017-08-24,3015177,10,AUTOMOTIVE,0,1.721938934328329
2017-08-25,3016959,10,AUTOMOTIVE,0,1.7210233130581
2017-08-26,3018741,10,AUTOMOTIVE,0,1.7201081786589756
2017-08-27,3020523,10,AUTOMOTIVE,0,1.7191935308720674
2017-08-28,3022305,10,AUTOMOTIVE,0,1.718279369438625
2017-08-29,3024087,10,AUTOMOTIVE,0,1.7173656941000353
2017-08-30,3025869,10,AUTOMOTIVE,2,1.716452504597823
2017-08-31,3027651,10,AUTOMOTIVE,0,1.7155398006736502
2017-08-16,3000922,10,BABY CARE,0,1.9667535991620896e-26
2017-08-17,3002704,10,BABY CARE,0,2.2927888159444185e-26
2017-08-18,3004486,10,BABY CARE,0,2.157776400183152e-26
2017-08-19,3006268,10,BABY CARE,0,2.03071428158093e-26
2017-08-20,3008050,10,BABY CARE,0,1.9111343015275937e-26
2017-08-21,3009832,10,BABY CARE,0,1.798595869248484e-26
2017-08-22,3011614,10,BABY CARE,0,1.6926843384538573e-26
2017-08-23,3013396,10,BABY CARE,0,1.5930094795803932e-26
2017-08-24,3015178,10,BABY CARE,0,1.4992040419957914e-26
2017-08-25,3016960,10,BABY CARE,0,1.410922400868921e-26
2017-08-26,3018742,10,BABY CARE,0,1.327839283719933e-26
2017-08-27,3020524,10,BABY CARE,0,1.2496485719583296e-26
2017-08-28,3022306,10,BABY CARE,0,1.1760621729932706e-26
2017-08-29,3024088,10,BABY CARE,0,1.1068089587604273e-26
2017-08-30,3025870,10,BABY CARE,0,1.0416337667543965e-26
2017-08-31,3027652,10,BABY CARE,0,9.802964598859963e-27
2017-08-16,3000923,10,BEAUTY,2,2.7248500626038368
2017-08-17,3002705,10,BEAUTY,1,2.577810675132815
2017-08-18,3004487,10,BEAUTY,0,2.5587954180527523
2017-08-19,3006269,10,BEAUTY,0,2.5543111556004265
2017-08-20,3008051,10,BEAUTY,0,2.5514783067825597
2017-08-21,3009833,10,BEAUTY,0,2.548835251457513
2017-08-22,3011615,10,BEAUTY,0,2.546216117661238
2017-08-23,3013397,10,BEAUTY,0,2.543602079245221
2017-08-24,3015179,10,BEAUTY,0,2.5409909973116998
2017-08-25,3016961,10,BEAUTY,0,2.53838262669014
2017-08-26,3018743,10,BEAUTY,0,2.5357769371189782
2017-08-27,3020525,10,BEAUTY,0,2.5331739227277383
2017-08-28,3022307,10,BEAUTY,0,2.530573580416428
2017-08-29,3024089,10,BEAUTY,0,2.5279759074019563
2017-08-30,3025871,10,BEAUTY,1,2.525380900939691
2017-08-31,3027653,10,BEAUTY,0,2.5227885582918583
2017-08-16,3000924,10,BEVERAGES,43,1305.2425847384557
2017-08-17,3002706,10,BEVERAGES,16,1344.3421532269354
2017-08-18,3004488,10,BEVERAGES,17,1490.8884433005928
2017-08-19,3006270,10,BEVERAGES,21,1609.388656981941
2017-08-20,3008052,10,BEVERAGES,21,1607.3721796408727
2017-08-21,3009834,10,BEVERAGES,19,1486.2997880667926
2017-08-22,3011616,10,BEVERAGES,15,1337.9699619144285
2017-08-23,3013398,10,BEVERAGES,15,1274.6100040022304
2017-08-24,3015180,10,BEVERAGES,13,1343.9248044139372
2017-08-25,3016962,10,BEVERAGES,14,1493.1723186345675
2017-08-26,3018744,10,BEVERAGES,15,1609.2899149121845
2017-08-27,3020526,10,BEVERAGES,17,1604.540847122381
2017-08-28,3022308,10,BEVERAGES,17,1482.8025077251136
2017-08-29,3024090,10,BEVERAGES,16,1336.4138023745927
2017-08-30,3025872,10,BEVERAGES,214,1276.1328261382275
2017-08-31,3027654,10,BEVERAGES,20,1347.333910131863
2017-08-16,3000925,10,BOOKS,0,0.0
2017-08-17,3002707,10,BOOKS,0,0.0
2017-08-18,3004489,10,BOOKS,0,0.0
2017-08-19,3006271,10,BOOKS,0,0.0
2017-08-20,3008053,10,BOOKS,0,0.0
2017-08-21,3009835,10,BOOKS,0,0.0
2017-08-22,3011617,10,BOOKS,0,0.0
2017-08-23,3013399,10,BOOKS,0,0.0
2017-08-24,3015181,10,BOOKS,0,0.0
2017-08-25,3016963,10,BOOKS,0,0.0
2017-08-26,3018745,10,BOOKS,0,0.0
2017-08-27,3020527,10,BOOKS,0,0.0
2017-08-28,3022309,10,BOOKS,0,0.0
2017-08-29,3024091,10,BOOKS,0,0.0
2017-08-30,3025873,10,BOOKS,0,0.0
2017-08-31,3027655,10,BOOKS,0,0.0
2017-08-16,3000926,10,BREAD/BAKERY,15,107.95563714153963
2017-08-17,3002708,10,BREAD/BAKERY,4,105.28337524258328
2017-08-18,3004490,10,BREAD/BAKERY,4,100.3691457673115
2017-08-19,3006272,10,BREAD/BAKERY,4,102.47881393424373
2017-08-20,3008054,10,BREAD/BAKERY,29,102.45782473001529
2017-08-21,3009836,10,BREAD/BAKERY,5,102.43683982469193
2017-08-22,3011618,10,BREAD/BAKERY,6,102.41585921739318
2017-08-23,3013400,10,BREAD/BAKERY,4,102.39488290723872
2017-08-24,3015182,10,BREAD/BAKERY,2,102.37391089334847
2017-08-25,3016964,10,BREAD/BAKERY,2,102.35294317484244
2017-08-26,3018746,10,BREAD/BAKERY,2,102.3319797508409
2017-08-27,3020528,10,BREAD/BAKERY,28,102.31102062046426
2017-08-28,3022310,10,BREAD/BAKERY,2,102.29006578283314
2017-08-29,3024092,10,BREAD/BAKERY,2,102.26911523706829
2017-08-30,3025874,10,BREAD/BAKERY,23,102.2481689822907
2017-08-31,3027656,10,BREAD/BAKERY,2,102.22722701762149
2017-08-16,3000927,10,CELEBRATION,0,4.819479201080331
