date,Unnamed: 0,id,store_nbr,family,sales,onpromotion,city,state,type,cluster,oil,holiday_type,locale,locale_name,description,transferred,holiday,pred_sales
2017-07-31,56034,2972376,1,AUTOMOTIVE,8.0,0,Quito,Pichincha,D,13,50.21,,,,,,0,4.270333158924938
2017-08-01,56067,2974158,1,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,13,49.19,,,,,,0,4.5073463264446385
2017-08-02,56100,2975940,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,49.6,,,,,,0,4.307285199639822
2017-08-03,56133,2977722,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,49.03,,,,,,0,4.286661059531404
2017-08-04,56166,2979504,1,AUTOMOTIVE,8.0,0,Quito,Pichincha,D,13,49.57,,,,,,0,4.298946448579278
2017-08-05,56199,2981286,1,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,13,49.56701492537314,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,4.286543507688161
2017-08-06,56232,2983068,1,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,49.46850746268657,,,,,,0,4.297139639518238
2017-08-07,56265,2984850,1,AUTOMOTIVE,7.0,0,Quito,Pichincha,D,13,49.37,,,,,,0,4.295733598961532
2017-08-08,56298,2986632,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,49.07,,,,,,0,4.294013354058306
2017-08-09,56331,2988414,1,AUTOMOTIVE,7.0,0,Quito,Pichincha,D,13,49.59,,,,,,0,4.294103660079595
2017-08-10,56364,2990196,1,AUTOMOTIVE,9.0,0,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,4.278003934074359
2017-08-11,56397,2991978,1,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,4.277524301699948
2017-08-12,56430,2993760,1,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,48.79179104477612,,,,,,0,4.289039032690198
2017-08-13,56463,2995542,1,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,48.19089552238806,,,,,,0,4.2865978629499075
2017-08-14,56496,2997324,1,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,47.59,,,,,,0,4.284156935505372
2017-08-15,56529,2999106,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,4.270382412934283
2017-07-31,56035,2972377,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,50.21,,,,,,0,0.0
2017-08-01,56068,2974159,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.19,,,,,,0,0.0
2017-08-02,56101,2975941,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.6,,,,,,0,0.0
2017-08-03,56134,2977723,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.03,,,,,,0,0.0
2017-08-04,56167,2979505,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.57,,,,,,0,0.0
2017-08-05,56200,2981287,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.564029850746266,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,0.0
2017-08-06,56233,2983069,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.4655223880597,,,,,,0,0.0
2017-08-07,56266,2984851,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.37,,,,,,0,0.0
2017-08-08,56299,2986633,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.07,,,,,,0,0.0
2017-08-09,56332,2988415,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,49.59,,,,,,0,0.0
2017-08-10,56365,2990197,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,0.0
2017-08-11,56398,2991979,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,0.0
2017-08-12,56431,2993761,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,48.77358208955224,,,,,,0,0.0
2017-08-13,56464,2995543,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,48.172686567164185,,,,,,0,0.0
2017-08-14,56497,2997325,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,47.59,,,,,,0,0.0
2017-08-15,56530,2999107,1,BABY CARE,0.0,0,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,0.0
2017-07-31,56036,2972378,1,BEAUTY,3.0,0,Quito,Pichincha,D,13,50.21,,,,,,0,2.402983130448579
2017-08-01,56069,2974160,1,BEAUTY,4.0,0,Quito,Pichincha,D,13,49.19,,,,,,0,2.3731840728001155
2017-08-02,56102,2975942,1,BEAUTY,2.0,1,Quito,Pichincha,D,13,49.6,,,,,,0,4.4091431214962995
